Company,Job,Location,Salary
CDK Global,SEO Specialist,"Seattle, WA",0
Amazon Logistics,"Senior Business Analyst, Logistics","Seattle, WA",0
Oculus VR,"Computer Vision Research Scientist, PhD University Grad","Redmond, WA",0
Amazon Corporate LLC,Sr Business and Data Analyst - Enterprise Risk Management an...,"Seattle, WA",0
Rocket Fuel Inc.,Research Analyst,"Seattle, WA 98103 (Green Lake - Wallingford area)",0
Microsoft,Senior Applied Scientist-Bing Image Understanding,"Bellevue, WA",0
Fred Hutchinson Cancer Research Center,Research Technician III-IV,"Seattle, WA 98109 (Westlake area)",0
Stratos Genomics,Scientist/Research Associate—Biochemistry/Molecular Biology,"Seattle, WA",0
University of Washington,PROJECT MANAGER,"Seattle, WA",0
Pacific Northwest Diabetes Research Institute,Research Technician,"Seattle, WA",0
University of Washington,MEDICAL LABORATORY SCIENTIST 1,"Seattle, WA","$4,495 - $6,433 a month"
Amazon Corporate LLC,Seattle - Data Engineer Event October,"Seattle, WA",0
North Creek Medicine,Research Scientist,"Everett, WA 98208 (Silver Lake area)",0
Amazon Corporate LLC,Software Dev Mgr - Machine Learning,"Seattle, WA",0
University of Washington Medical Center,ANALYSIS ENGINEER,"Seattle, WA",0
University of Washington Medical Center,HEALTHCARE RECRUITER,"Seattle, WA",0
University of Washington,ANALYSIS ENGINEER,"Seattle, WA",0
University of Washington Medical Center,RECORDS CENTER SPECIALIST,"Seattle, WA","$3,007 - $4,008 a month"
University of Washington,IDENTITY AND ACCESS ANALYST,"Seattle, WA","$3,564 - $4,792 a month"
Microsoft,Senior Program Manager,"Bellevue, WA",0
Starbucks,"data scientist lead, Business Strategy – Seattle, WA","Seattle, WA 98134 (Industrial District area)",0
University of Washington,TRANSFORMATION OF CARE CONSULTANT,"Seattle, WA",0
"Amazon Services, LLC",Sr. Data Scientist,"Seattle, WA",0
University of Washington Medical Center,TRANSFORMATION OF CARE CONSULTANT,"Seattle, WA",0
Facebook,"Technical Program Manager, Ads Machine Learning","Seattle, WA",0
"Truven Health Analytics, an IBM Company",Research Analyst II - Child and Maternal Health,"Seattle, WA",0
Amazon Corporate LLC,Applied Scientist/Machine Learning,"Seattle, WA",0
Fred Hutchinson Cancer Research Center,Statistical Research Associate II,"Seattle, WA 98109 (Westlake area)",0
Placed,Big Data Engineer,"Seattle, WA",0
Aptevo,Associate Scientist II,"Seattle, WA",0
Fred Hutchinson Cancer Research Center,Bioinformatics Specialist,"Seattle, WA 98109 (Westlake area)",0
Tescra Inc,Senior E-commerce Research Analyst,"Seattle, WA",0
Utrip Inc.,Senior Data Scientist,"Seattle, WA",0
Amazon Corporate LLC,Data Engineer,"Seattle, WA",0
Nordstrom,Sr. Data Engineer - Data Warehouse,"Seattle, WA",0
HERO.Jobs,"Machine Learning Engineer - Big Data, Python, R","Seattle, WA","$160,000 a year"
Amazon Corporate LLC,Java/C++ Software Engineer - Big Data,"Seattle, WA",0
AudienceScience,Technical Analyst,"Bellevue, WA",0
Scout ET,Data Analyst with Power BI Report,"Redmond, WA",0
Amazon.com,Senior Data Scientist,"Seattle, WA",0
Hiya,Data Product Manager,"Seattle, WA",0
University of Washington Medical Center,REGULATORY REPORTING ANALYST,"Seattle, WA",0
University of Washington,REGULATORY REPORTING ANALYST,"Seattle, WA",0
Starbucks,"decision scientist, Business Strategy - Seattle, WA","Seattle, WA 98134 (Industrial District area)",0
"Woot Services, LLC","Research Scientist II, Deal Quality and Personalized Shoppin...","Seattle, WA",0
Environment International Ltd.,Climate and Energy Analyst,"Seattle, WA 98105 (Ravenna - U District area)",0
Microsoft,Marketing Automation Specialist,"Redmond, WA 98052",0
Seattle Children's Hospital,"Manager, Enterprise Analytics","Seattle, WA 98101 (Downtown area)",0
Apple,"Advanced App Developer, Platform Architecture - ML Applicati...","Seattle, WA",0
University of Washington,RESEARCH SCIENTIST - PRINCIPAL,"Seattle, WA",0
AMZN wacs LLC,"Economist, WWCS Retail Contact Forecasting","Seattle, WA",0
"Physio-Control, Inc.",MDR/Vigilance Specialist,"Redmond, WA",0
Vulcan Inc.,Sr. Software Engineer - Machine Learning,"Seattle, WA",0
Amazon Corporate LLC,Economist,"Seattle, WA",0
Starbucks,"decision scientist lead, Business Strategy - Seattle, WA","Seattle, WA 98134 (Industrial District area)",0
Amazon.com,Machine Learning Scientist,"Seattle, WA 98108 (Georgetown area)",0
"Amazon Web Services, Inc.",Research Scientist,"Seattle, WA",0
Amazon.com,Applied Scientist/Machine Learning Scientist,"Seattle, WA 98108 (Georgetown area)",0
University of Washington,RESEARCH STUDY COORDINATOR 1,"Seattle, WA","$2,805 - $3,727 a month"
Zillow,Economic Research Intern,"Seattle, WA 98101 (Downtown area)",0
Avanade MY,Data Analytics Product Manager- Seattle WA,"Seattle, WA",0
Amazon Corporate LLC,Applied Scientist,"Seattle, WA",0
Amazon Corporate LLC,"Applied Machine Learning Scientist, Conversational Recommend...","Seattle, WA",0
Seattle Children's Hospital,Data Analyst Sr,"Seattle, WA 98101 (Downtown area)",0
Fred Hutchinson Cancer Research Center,Intern,"Seattle, WA 98109 (Westlake area)",0
Google,"Cloud Instructor (Big Data, Machine Learning), Google Cloud...","Seattle, WA",0
"Swedish Medical Center - Seattle, WA",Research Scientist - Swedish Neuro Institute Research Labs,"Seattle, WA 98194 (Downtown area)",0
Universal Cells,"Research Scientist, Gene Editing","Seattle, WA 98121 (Belltown area)",0
University of Washington,RESEARCH SCIENTIST/ENGINEER 3,"Seattle, WA",0
Rocket Fuel Inc.,Software Engineer - Machine Learning & Artificial Intelligen...,"Seattle, WA 98103 (Green Lake - Wallingford area)",0
4 Point Consulting,Machine Learning Scientist,"Seattle, WA",0
Zillow,"Software Development Engineer, Machine Learning","Seattle, WA 98101 (Downtown area)",0
Allen Institute,Python Developer (Microscopy Tools),"Seattle, WA 98103 (Green Lake - Wallingford area)",0
VitalSource Staffing,Data Science | Machine Learning Engineer,"Seattle, WA 98101 (Downtown area)",0
Microsoft,Applied Machine Learning Engineer,"Redmond, WA 98052",0
Microsoft,Machine Learning Scientist,"Redmond, WA 98052",0
Zillow,Data Automation Intern,"Seattle, WA 98101 (Downtown area)",0
Pacific Northwest National Laboratory,"Chief Scientist, Machine Learning","Seattle, WA",0
Coupang,Sr. Data Scientist,"Seattle, WA",0
Amazon Corporate LLC,Machine Learning Scientist - Smart Home,"Seattle, WA",0
Amazon Corporate LLC,Machine Learning Scientist,"Seattle, WA",0
Microsoft,SR DATA SCIENTIST,"Redmond, WA 98052",0
Microsoft,Applied Scientist,"Bellevue, WA",0
Starbucks,"decision scientist lead, Business Strategy - Seattle, WA","Seattle, WA 98134 (Industrial District area)",0
CMC Biologics,Sr. Development Scientist,"Bothell, WA",0
University of Washington,WINDOWS SYSTEMS ADMINISTRATOR,"Seattle, WA",0
Fred Hutchinson Cancer Research Center,Post-Doctoral Research Fellow - Cancer Epidemiology,"Seattle, WA 98109 (Westlake area)",0
Amazon Corporate LLC,Applied Scientist - Alexa Engine,"Seattle, WA",0
LeEco,Algorithm Engineer,"Seattle, WA",0
"Physio-Control, Inc.",Master Scheduler,"Redmond, WA",0
Amazon Corporate LLC,Sr. Machine Learning Scientist,"Seattle, WA",0
DNV GL,Wind Turbine Performance Engineer-USA,"Seattle, WA",0
BOEING,"97707; Modification Mechanic, Field & Hangar","Everett, WA 98204 (Holly area)",0
Amazon Corporate LLC,Business Intelligence Engineer - Risk Mining,"Seattle, WA",0
zulily,Senior Data Scientist,"Seattle, WA 98121 (Belltown area)",0
University of Washington Medical Center,HUMAN RESOURCES REPRESENTATIVE,"Seattle, WA",0
Lyft Corporate,Data Science Manager (Seattle),"Seattle, WA",0
OncoResponse,"Scientist, Immuno-Oncology","Seattle, WA 98104 (First Hill area)",0
Amazon Corporate LLC,Data Engineer - Paid Search ads,"Seattle, WA",0
Amazon Corporate LLC,"Software Development Engineer, Moderation and Abuse Preventi...","Seattle, WA",0
CDK Global,Senior Software Engineer,"Seattle, WA",0
Placed,Core Platform Software Engineer,"Seattle, WA",0
Microsoft,Principal Program Manager,"Bellevue, WA",0
University of Washington Medical Center,RESEARCH SCIENTIST 2 (PROJECT APPOINTMENT),"Seattle, WA",0
Zillow,Data Analyst Intern,"Seattle, WA 98101 (Downtown area)",0
Microsoft,Applied Machine Learning Engineer,"Redmond, WA 98052",0
Microsoft,Machine Learning Scientist,"Redmond, WA 98052",0
Zillow,Data Automation Intern,"Seattle, WA 98101 (Downtown area)",0
Pacific Northwest National Laboratory,"Chief Scientist, Machine Learning","Seattle, WA",0
Coupang,Sr. Data Scientist,"Seattle, WA",0
Amazon Corporate LLC,Machine Learning Scientist - Smart Home,"Seattle, WA",0
Amazon Corporate LLC,Machine Learning Scientist,"Seattle, WA",0
Microsoft,SR DATA SCIENTIST,"Redmond, WA 98052",0
Microsoft,Applied Scientist,"Bellevue, WA",0
Seattle Children's Hospital,Research Scientist I - EX,"Seattle, WA 98101 (Downtown area)",0
Amazon Corporate LLC,"SDE, Social Advertising","Seattle, WA",0
Microsoft,Principal Scientist - Computer Vision,"Redmond, WA 98052",0
Novella Clinical,Sr. Statistical Programmer,"Seattle, WA",0
Amazon Corporate LLC,Computer Vision Scientist,"Seattle, WA",0
University of Washington Medical Center,END POINT SYSTEMS ADMINISTRATOR,"Seattle, WA",0
University of Washington,END POINT SYSTEMS ADMINISTRATOR,"Seattle, WA",0
Fred Hutchinson Cancer Research Center,Corporate Partners Manager,"Seattle, WA 98109 (Westlake area)",0
University of Washington Medical Center,RESEARCH SCIENTIST - PRINCIPAL,"Seattle, WA",0
University of Washington Medical Center,RESEARCH ANALYST 1,"Seattle, WA","$2,739 - $3,635 a month"
Huawei,Chief Scientist - Network Technology,"Bellevue, WA",0
Echodyne,Automotive Radar-Algorithms Scientist,"Bellevue, WA 98004 (Downtown area)",0
Microsoft,Senior Data Scientist - Experimentation Platform,"Bellevue, WA",0
GE Digital,Sr Software Engineer - Predix,"Redmond, WA",0
University of Washington,RESEARCH SCIENTIST 2 (PROJECT APPOINTMENT),"Seattle, WA",0
CDK Global,Senior UI Developer,"Seattle, WA",0
Datameer,Regional Sales Director - Pacific Northwest,"Seattle, WA 98101 (Downtown area)",0
University of Washington,HUMAN RESOURCES REPRESENTATIVE,"Seattle, WA",0
Microsoft,WpA Consulting Lead,"Bellevue, WA",0
Amazon Corporate LLC,Data Scientist,"Seattle, WA",0
Amazon Corporate LLC,Operations Research Scientist Intern,"Seattle, WA",0
Amazon.com,Software Development Engineer,"Seattle, WA",0
BOEING,"Aviation Business Consulting MBA Intern (Paid) - Renton, WA","Renton, WA",0
Apptio,Principal Software Development Engineer,"Bellevue, WA",0
eBay,Software Engineer,"Bellevue, WA",0
Fred Hutchinson Cancer Research Center,Staff Scientist - Chromatin Structure,"Seattle, WA 98109 (Westlake area)",0
Fred Hutchinson Cancer Research Center,SharePoint Developer,"Seattle, WA 98109 (Westlake area)",0
VTR,Methods Process Analyst,"Bellevue, WA",0
University of Washington Medical Center,SHAKEALERT INSTRUMENTATION SPECIALIST,"Seattle, WA",0
University of Washington,SHAKEALERT INSTRUMENTATION SPECIALIST,"Seattle, WA",0
Amazon Corporate LLC,"Software Development Engineer, Business Intelligence","Seattle, WA",0
"Amazon Fulfillment Services, Inc.",Sr Technical Program Manager,"Seattle, WA",0
Groupon,"Director, Display Marketing","Seattle, WA 98101 (Downtown area)",0
Amazon Corporate LLC,Applied Scientist - Amazon Fashion Technology,"Seattle, WA",0
Microsoft,Senior Applied Scientist-Bing,"Bellevue, WA",0
"Physio-Control, Inc.",Senior Finance Analyst,"Redmond, WA",0
University of Washington,RESEARCH COORDINATOR,"Seattle, WA",0
Amazon Corporate LLC,Principal Technical Program Manager - Amazon Alexa,"Seattle, WA",0
Amazon Corporate LLC,Web Developer,"Seattle, WA",0
WSP | Parsons Brinckerhoff,Administrative Assistant,"Seattle, WA",0
"Physio-Control, Inc.",Software Validation Specialist - Enterprise Systems,"Redmond, WA",0
Intellectual Ventures Management,Senior Machine-Learning Algorithm Development Software Engin...,"Bellevue, WA",0
Galvanize,"Lead Instructor, Principal Data Scientist - Enterprise","Seattle, WA",0
"Amazon Fulfillment Services, Inc.",Economist - Fast Track,"Seattle, WA",0
Amazon Corporate LLC,"Sr Manager, Research Scientist","Seattle, WA",0
BMS,Upstream process development scientist,"Seattle, WA",0
Google,"Technical Curriculum Developer, Google Cloud Platform","Seattle, WA",0
"Physio-Control, Inc.",Senior Technical Training Specialist,"Redmond, WA",0
Amazon Corporate LLC,"SDE, Social Ads","Seattle, WA",0
Juno Therapeutics,Director of Research Operations,"Seattle, WA",0
SiriusXM,Product Manager,"New York, NY 10001 (Chelsea area)",0
SolveBio,Data Bioinformatician (Contract),"New York, NY",0
VISITING NURSE SERVICE OF NEW YORK,Research Analyst II,"Manhattan, NY",0
Bloomberg,Senior Data Scientist - Verticals,"New York, NY",0
Inficare,Python developer/Quantitative Analyst,"New York, NY",0
Mount Sinai Health System,Clinical Research Assistant II - Psychiatry,"New York, NY 10029 (Yorkville area)",0
"The Hagan-Ricci Group, Inc.",Data Scientist / Python Developer,"New York, NY","$200,000 - $300,000 a year"
Kargo,Associate Software Engineer,"New York, NY 10003 (Greenwich Village area)",0
Paperless Post,Senior Data Scientist,"New York, NY",0
NYU Langone Medical Center,Certified Mammographer - GV,"New York, NY",0
Averity,Lead Data Scientist (New Jersey),"New York, NY","$130,000 - $170,000 a year"
Columbia University,Post Doctoral Research Scientist,"New York, NY",0
PricewaterhouseCoopers LLC,Halo Insurance Data Science Senior Associate,"New York, NY 10002 (Lower East Side area)",0
HOUSING PRESERVATION & DVLPMNT,Technical Researcher,"New York, NY","$70,286 a year"
Harnham,Chief Data Scientist - Consulting,"New York, NY","$220,000 a year"
Clarifai,"Internship: Research Scientist, Deep Learning","New York, NY 10010 (Gramercy area)",0
Sony Music Entertainment,"Analyst, Research Reporting & Analytics","New York, NY 10010 (Gramercy area)",0
Kate Spade & Company,Senior Analytics Manager,"New York, NY",0
The Expert Institute,Medical Research Analyst,"New York, NY 10043 (Midtown area)",0
Averity,"Data Scientist, Quant Developer for $10B Asset Manager","New York, NY","$120,000 - $150,000 a year"
Quantitative Brokers,Quantitative Analyst,"New York, NY",0
DEPT OF ENVIRONMENT PROTECTION,Forestry Program Manager,"New York, NY","$83,887 - $113,725 a year"
Guidepoint Global,Healthcare Research Analyst,"New York, NY",0
Wunderman,Senior Analyst,"New York, NY 10017 (Midtown area)",0
Kelton Global,"Senior Analyst, Quantitative Research","New York, NY",0
NRT LLC,Research Analyst,"New York, NY",0
WeWork,Principal Data Scientist,"New York, NY 10005 (Financial District area)",0
Aetion,Data Engineer,"New York, NY",0
Mount Sinai Health System,Research Programmer Analyst - Biostatistics - Population Hea...,"New York, NY 10029 (Yorkville area)",0
AT&T,Senior Inventive Scientist Big Data Research,"New York, NY",0
Green Key Resources,Quantitative Analyst,"New York, NY 10016 (Gramercy area)","$175,000 - $215,000 a year"
OnDeck,Senior Risk Data Scientist,"New York, NY",0
Selby Jennings,C++/Python Algo Developer/Data Scientist,"New York, NY 10167 (Midtown area)","$120,000 - $150,000 a year"
Crisis Text Line,Data Scientist,"New York, NY",0
New York City Department of Health and Mental Hygi...,Field Researcher,"Long Island City, NY 11101","$68,239 a year"
Insight Strategy Group,Research and Brand Strategy Apprentice,"New York, NY 10013 (Tribeca area)",0
Wade & Wendy,Front-End Engineer,"New York, NY",0
Selby Jennings,Quantitative Analyst - Credit Risk,"New York, NY 10167 (Midtown area)","$120,000 a year"
Continuity Partners,Quantitative Scientist,"New York, NY 10016 (Gramercy area)",0
GlobeTax,Research Analyst,"New York, NY",0
StreetID,Quantitative Analyst,"New York, NY","$120,000 a year"
Averity,Lead Data Scientist - Top Data Consultancy,"New York, NY","$120,000 - $160,000 a year"
NBCUniversal,"Sr. Analyst, Strategic Research & Insights","New York, NY",0
Google,Developer Programs Engineer (Machine Learning),"New York, NY 10011 (Chelsea area)",0
NYU Langone Medical Center,Clin Rsch Spt Specialist,"New York, NY",0
The Expert Institute,Research Analyst,"New York, NY 10043 (Midtown area)",0
Bloomberg,Software Engineer / Research Scientist - Machine Learning Te...,"New York, NY",0
Voya Financial,Quantitative Portfolio Analyst - Global Portfolio Solutions,"New York, NY",0
Celmatix,Senior Data Scientist,"New York, NY 10005 (Financial District area)",0
Weill Cornell Medical College,Diagnostic Sonographer,"New York, NY",0
The Trade Desk,Data Scientist,"New York, NY 10001 (Chelsea area)",0
Cognizant,Experience Strategist,"New York, NY",0
Mount Sinai Health System,Biomedical Software Developer - 847 - Pathology,"New York, NY 10029 (Yorkville area)",0
"Renaissance Learning, Inc.",Software Engineer,"New York, NY 10012 (Little Italy area)",0
JPMorgan Chase,CIB Risk - CPG - Portfolio Management & Research - Analyst -...,"New York, NY",0
KPMG,Manager - Data Scientist,"New York, NY 10154 (Midtown area)",0
NYU Langone Medical Center,Senior Electroneurodiagnostic Tech,"New York, NY",0
Northwell Health,Research Associate (The Brain Tumor Biotech Center),"Manhasset, NY",0
Albert Einstein College of Medicine,Clinical Interviewer,"Bronx, NY",0
Markit Financial Info Service,Quantitative Analyst,"New York, NY",0
NYU Langone Medical Center,Clerk,"New York, NY",0
New York Genome Center,"Scientist, Sequencing Development","New York, NY 10013 (Tribeca area)",0
Facebook,"Software Engineer, Machine Learning","New York, NY",0
Komodo Health,Data Scientist,"New York, NY",0
Averity,Senior Data Scientist (Media),"New York, NY","$125,000 - $150,000 a year"
Paperless Post,Data Engineer,"New York, NY",0
Amazon Corporate LLC,Business Intelligence Engineer,"New York, NY",0
Averity,Executive Director of Data Engineering,"New York, NY","$200,000 - $230,000 a year"
POLICE DEPARTMENT,"STATISTICIAN, LEVEL I","New York, NY","$41,057 - $61,669 a year"
JW Player,Principal Software Engineer,"New York, NY 10018 (Clinton area)",0
L'Oreal USA,Senior Research Scientist-Product Performance Evaluation,"Clark, NJ 07066",0
Guy Carpenter,Portfolio Management Research Analyst,"New York, NY",0
DEPT OF HEALTH/MENTAL HYGIENE,"Data Analyst, Bureau of Primary Care Access & Planning (PCAP...","New York, NY",$38.47 - $48.28 an hour
Inficare,Data Scientist,"New York, NY",0
Climb,Marketing Manager,"New York, NY",0
Precision For Value,Senior Account Executive - NYC,"New York, NY",0
Fareportal Inc.,Senior Technical Product Manager - Payment Fraud,"New York, NY 10020 (Midtown area)",0
JPMorgan Chase,Digital Data Scientist,"Manhattan, NY",0
NYU Langone Medical Center,Scientific Instrument Support Analyst,"New York, NY",0
NYU Langone Medical Center,Project Associate,"New York, NY",0
Mount Sinai Health System,ASSOCIATE RESEARCHER II - FULL TIME - DAYS - MSH,"New York, NY 10019 (Midtown area)",0
BankRate.com,Senior Data Engineer,"New York, NY",0
Weill Cornell Medical College,Research Data Analyst,"New York, NY",0
The Custom Group of Companies,Financial Research Analyst,"Manhattan, NY",$30 an hour
XO Group,SEO Keyword Research Analyst,"New York, NY 10007 (Financial District area)",0
Teachers College Columbia University,Senior Research Associate,"New York, NY",0
McKinsey & Company,Security Specialist - New Ventures,"New York, NY 10022 (Midtown area)",0
Dun & Bradstreet,Statistician/Statistical Consultant - PL,"Short Hills, NJ 07078",0
2U,Sr. Business Intelligence Engineer,"New York, NY",0
L'Oreal USA,Sr Chemist-PreDevelopment Skincare,"Clark, NJ 07066",0
Ipsos North America,Market Research Analyst - Analyst Development Program,"New York, NY",0
MDRC,Technical Research Assistant/Analyst,"New York, NY 10016 (Gramercy area)",0
Inficare,VBA/ Excel Developer,"New York, NY",0
Xaxis,Sr. Python Engineer,"New York, NY",0
Komodo Health,Data Engineer,"New York, NY",0
HR&A Advisors,Research Analyst,"New York, NY",0
Mergermarket Group,Junior Research Analyst - Contract - InfraLatinAmerica,"New York, NY",0
Mount Sinai Health System,Biostatistician II - Pediatrics,"New York, NY 10029 (Yorkville area)",0
Bloomberg,Machine Learning Quantitative Analyst,"New York, NY",0
Celmatix,Statistical Genomics Lead,"New York, NY 10005 (Financial District area)",0
Turnaround for Children,"Manager, Data Analysis","New York, NY",0
Harry's,Senior Sensory Scientist,"New York, NY",0
NYU Langone Medical Center,Associate Research Scientist,"New York, NY",0
New York Genome Center,"Bioinformatics Analyst, Lappalainen & Satija labs","New York, NY 10013 (Tribeca area)",0
Workbridge Associates,Chief Data Scientist,"New York, NY","$110,000 - $140,000 a year"
Jet,Data Engineer,"Hoboken, NJ",0
Animalz,Research Analyst,"New York, NY 10002 (Lower East Side area)","$40,000 a year"
Hearst Television Inc.,Analytics Manager,"New York, NY",0
Spotify,Senior Data Scientist (Product),"New York, NY 10011 (Chelsea area)",0
Columbia University,Data Analyst - Cardiology,"New York, NY",0
Mergermarket Group,Operations Analyst - Xtract Research,"New York, NY",0
Weill Cornell Medical College,Account Administrator,"New York, NY",0
Accenture,Analytics Strategy & Transformation Senior Manager (Life Sci...,"New York, NY 10011 (Chelsea area)",0
Casper,Business Intelligence Analyst,"New York, NY",0
Integral Ad Science,Senior Data Scientist,"New York, NY",0
Allergan,Sr. Clinical Research Scientist,"Jersey City, NJ",0
Selby Jennings,Research Scientist - High Frequency Trading,"New York, NY 10167 (Midtown area)","$175,000 - $250,000 a year"
Celmatix,Data Scientist,"New York, NY 10005 (Financial District area)",0
Memorial Sloan Kettering Cancer Center (MSKCC),Computational postdoc for circulating tumor DNA/RNA profilin...,"New York, NY 10065 (Upper East Side area)",0
Averity,Data Scientist (AdTech),"New York, NY","$80,000 - $90,000 a year"
Xaxis,Analyst- Automated Trading,"New York, NY",0
Memorial Sloan-Kettering Cancer Center,RSA II,"New York, NY 10065 (Upper East Side area)",0
McKinsey & Company,"Product & Delivery Analyst - Heathcare Analytics, McKinsey S...","New York, NY 10022 (Midtown area)",0
Allergan,Clinical Scientist,"Jersey City, NJ",0
Weill Cornell Medical College,Research Specialist,"New York, NY",0
"Open Systems Technologies, Inc.",Data Scientists (3-5 roles),"New York, NY",0
Mount Sinai Health System,Clinical Trials Manager - Health Policy,"New York, NY 10029 (Yorkville area)",0
Winthrop-University Hospital,Statistical Reporting Analyst,"Mineola, NY",0
Allergan,Non-Clinical Study Monitor,"Jersey City, NJ",0
Icon plc,Health Economist,"New York, NY",0
NGDATA Inc,Big Data Software Consultant,"New York, NY",0
Columbia University Medical Center- Department of...,Postdoctoral Research Scientist,"New York, NY",0
Mount Sinai Health System,SR ASSOCIATE RESEARCHER,"New York, NY 10029 (Yorkville area)",0
HBO,HBO Senior Data Engineer,"New York, NY",0
Investopedia,Freelance iOS App Designer,"New York, NY",0
NYU Langone Medical Center,Compensation Analyst,"New York, NY",0
NYU Langone Medical Center,Housing Analyst (RED & F),"New York, NY",0
NYU Langone Medical Center,Financial Analyst,"New York, NY",0
Aptask,Data Scientist_W2,"New York, NY",0
T3 Trading Group LLC,Statistical Pairs Trading Position,"Carnegie Hill, NY",0
Dun & Bradstreet,"Statistician, Advanced Analytics","Short Hills, NJ 07078",0
NewYork-Presbyterian/Midtown Offices,Analyst - Statistical Data,"New York, NY",0
Workbridge Associates,Data Scientist,"New York, NY","$100,000 - $140,000 a year"
Bloomberg,Senior Machine Learning Engineer (Consultant),"New York, NY",0
Dun & Bradstreet,Statistician/Consult Analytics,"Short Hills, NJ 07078",0
ASCAP,Lead Data Scientist,"New York, NY",0
Weight Watchers International,Data Engineer,"New York, NY",0
Spotify,Senior Data Scientist - Advertising Product and Platforms,"New York, NY 10011 (Chelsea area)",0
Deloitte,Advanced Analytics Enablement Big Data Senior Consultant,"New York, NY",0
T3 Trading Group LLC,Statistical Pairs Trading and Convergence Position Opening,"New York, NY 10013 (Tribeca area)",0
Albert Einstein College of Medicine,IRB Analyst,"Bronx, NY",0
Gambit Technologies,Machine Learning and Data Science Experts,"New York, NY 10036 (Clinton area)",0
NYU Langone Medical Center,Credentialing Assistant,"New York, NY",0
OnDeck,Credit Strategist,"New York, NY",0
Quartet,Junior Data Platform Engineer,"New York, NY 10018 (Clinton area)",0
Mergermarket Group,Junior Research Analyst Internship - Inframation Group,"New York, NY",0
DEPT OF HEALTH/MENTAL HYGIENE,"Data Analyst, Bureau of Mental Health/Research and Evaluatio...","New York, NY","$70,286 - $88,213 a year"
Willis Towers Watson,Data Analytics Manager,"New York, NY",0
IBM,Data Engineer,"New York, NY",0
"Truven Health Analytics, an IBM Company",Research Analyst II - Child and Maternal Health,"New York, NY",0
Comcast,"Director, Data Science","New York, NY 10112 (Midtown area)",0
Xaxis,Business Intelligence Analyst,"New York, NY",0
Averity,"Vice President, Data Scientist - Leading International Advis...","New York, NY","$150,000 - $200,000 a year"
DEPT OF INFO TECH & TELECOMM,Manager of Statistical Data,"Manhattan, NY","$53,051 - $105,000 a year"
ZenithOptimedia,"Senior Analyst, Digital Research","New York, NY",0
Amazon Corporate LLC,Machine Learning Scientist,"New York, NY",0
HiringCatalyst,Data Engineer - Streaming Video Data Analytics - Apache Stor...,"New York, NY",0
Elevate Recruiting Group,Data Analysis Engineer,"New York, NY",0
NYU Langone Medical Center,Manager-3D Imaging Services,"New York, NY",0
Workbridge Associates,Data Scientist for a growing cyber security company located...,"New York, NY","$110,000 - $140,000 a year"
Verizon,Data Scientist - Entry Level,"New York, NY 10003 (Greenwich Village area)",0
Celmatix,Data Science Lead,"New York, NY 10005 (Financial District area)",0
IBM Kenexa,Data Engineer,"New York, NY",0
American Express,"Director, Data Scientist – Risk Information Management","New York, NY",0
Tumblr,Sr. Data Scientist - User & Product Analytics,"New York, NY",0
Correlation One,Data Science Engineer,"New York, NY",0
FICO,Lead Operations Research Analyst,"New York, NY",0
Google,"Cloud Instructor (Big Data, Machine Learning), Google Cloud...","New York, NY 10011 (Chelsea area)",0
Memorial Sloan-Kettering Cancer Center,Sr. Strategic Analyst ( Data Scientist ),"New York, NY 10065 (Upper East Side area)",0
JW Player,ETL Engineer,"New York, NY 10018 (Clinton area)",0
United Nations,STATISTICIAN,"New York, NY",0
Beeswax,Senior / Director Data Science,"New York, NY","$130,000 - $165,000 a year"
PlaceIQ,Data Engineer,"New York, NY",0
JPMorgan Chase,Senior Data Scientist (VP) - Wholesale Solutions,"New York, NY",0
Accenture,Accenture Analytics - Data Science Consultant,"New York, NY 10011 (Chelsea area)",0
General Assembly,Part Time Data Science Instructor,"New York, NY 10010 (Gramercy area)",0
Axial,Data Analyst,"New York, NY 10178 (Midtown area)",0
"Business Insider, Inc.",Senior Research Analyst,"New York, NY",0
DEPT OF HEALTH/MENTAL HYGIENE,"Child Care Data Analyst, Bureau of Childcare","New York, NY","$57,969 - $70,142 a year"
American Express,Senior/Research Scientist,"New York, NY",0
1010data,Market Research Analyst; Online Insights,"New York, NY",0
NYU Langone Medical Center,FGP Billing Rep (35),"New York, NY",0
Central Office,Post-Doctoral Research Associate - Chen Group,"New York, NY",0
Barclays,AVP Quantitative Analyst,"New York, NY",0
Research Foundation of The City University of New...,Procurement Aide,"New York, NY",$26 an hour
Knewton,Data Science Internship,"New York, NY 10003 (Greenwich Village area)",0
Pozent Corporation,Quantitative Finance Analyst,"New York, NY",0
Mount Sinai Health System,Clinical Research Coordinator II,"New York, NY 10029 (Yorkville area)",0
JPMorgan Chase,"Lead Data Scientist, Digital Intelligence","New York, NY",0
NYU Langone Medical Center,Integrative Health Specialist-Massage Therapy-Per Diem,"New York, NY",0
"Discovery Communications, Inc.",Sr. Research Analyst,"New York, NY",0
Weill Cornell Medical College,Data Control Coordinator,"New York, NY",0
Mount Sinai Health System,ASSOCIATE SCIENTIST - FULL TIME - DAYS - MSH,"New York, NY 10029 (Yorkville area)",0
DataKind,Executive Associate,"New York, NY",0
Preqin,Research Analyst,"New York, NY",0
AIG,Sr Manager Data Scientist,"New York, NY",0
Teradata,Think Big Senior Data Scientist,"New York, NY",0
